town,traffic,weather,start,target,route_completion,lights_ran,duration
Town01,1,3,17,205,11.18,2,338.05
Town01,1,6,17,205,2.32,0,7.35
Town01,1,8,17,205,2.19,0,7.6
Town01,1,1,221,210,45.99,0,67.5
Town01,1,3,221,210,28.84,0,42.9
Town01,1,6,221,210,25.65,0,39.8
Town01,1,8,221,210,5.22,0,11.9
Town01,1,1,152,84,15.0,0,19.15
Town01,1,3,152,84,13.59,0,21.75
Town01,1,6,152,84,15.64,0,20.5
Town01,1,8,152,84,9.3,0,193.0
Town01,1,1,185,121,1.52,0,132.1
Town01,1,3,185,121,1.08,0,245.55
Town01,1,6,185,121,0.62,0,5.0
Town01,1,8,185,121,1.22,0,6.65
Town01,1,1,127,56,28.93,0,250.05
Town01,1,3,127,56,32.13,0,75.6
Town01,1,6,127,56,3.05,0,8.15
Town01,1,8,127,56,30.99,0,75.45
Town01,1,1,112,6,50.01,3,48.75
Town01,1,3,112,6,10.89,1,19.6
Town01,1,6,112,6,35.06,3,58.15
Town01,1,8,112,6,26.33,0,31.4
Town01,1,1,40,190,10.78,0,18.5
Town01,1,3,40,190,10.95,1,18.85
Town01,1,6,40,190,10.61,0,18.4
Town01,1,8,40,190,11.12,1,25.75
Town01,1,1,174,121,1.82,0,6.25
Town01,1,3,174,121,1.24,0,6.05
Town01,1,6,174,121,6.0,0,11.25
Town01,1,8,174,121,2.34,0,39.7
Town01,1,1,119,185,43.7,0,68.55
Town01,1,3,119,185,44.41,0,70.45
Town01,1,6,119,185,43.82,0,68.85
Town01,1,8,119,185,47.64,0,100.4
Town01,1,1,236,223,27.5,0,90.9
Town01,1,3,236,223,3.67,0,17.55
Town01,1,6,236,223,0.0,0,180.05
Town01,1,8,236,223,0.0,0,180.05
Town01,1,1,217,152,28.8,0,81.2
Town01,1,3,217,152,28.8,0,81.85
Town01,1,6,217,152,19.81,0,55.25
Town01,1,8,217,152,8.78,0,25.6
Town01,2,1,78,225,4.46,0,10.45
Town01,2,3,78,225,3.86,0,9.5
Town01,2,6,78,225,8.78,0,18.8
Town01,2,8,78,225,7.46,0,15.95
Town01,2,1,103,21,13.32,1,20.75
Town01,2,3,103,21,21.5,1,32.65
Town01,2,6,103,21,29.97,0,43.15
Town01,2,8,103,21,16.31,0,205.35
Town01,2,1,127,87,29.34,0,64.3
Town01,2,3,127,87,32.29,0,72.15
Town01,2,6,127,87,3.16,0,7.55
Town01,2,8,127,87,2.65,0,6.75
Town01,2,1,19,103,22.78,0,34.7
Town01,2,3,19,103,18.94,0,29.55
Town01,2,6,19,103,12.01,0,19.4
Town01,2,8,19,103,20.47,0,31.4
Town01,2,1,230,210,45.97,0,49.3
Town01,2,3,230,210,59.9,1,50.2
Town01,2,6,230,210,86.05,0,31.55
Town01,2,8,230,210,7.35,0,5.75
Town01,2,1,250,190,1.56,0,3.85
Town01,2,3,250,190,2.0,0,4.4
Town01,2,6,250,190,21.53,0,23.85
Town01,2,8,250,190,2.44,0,4.7
Town01,2,1,220,118,29.33,0,36.25
Town01,2,3,220,118,29.64,0,66.45
Town01,2,6,220,118,29.33,0,36.7
Town01,2,8,220,118,31.61,0,37.45
Town01,2,1,200,224,10.1,1,18.8
Town01,2,3,200,224,12.89,2,22.8
Town01,2,6,200,224,12.89,1,22.5
Town01,2,8,200,224,1.63,0,5.6
Town01,2,1,11,17,5.85,0,5.7
Town01,2,3,11,17,5.47,0,6.25
Town01,2,6,11,17,5.47,0,5.85
Town01,2,8,11,17,42.43,1,28.05
Town01,2,1,78,245,3.36,0,5.9
Town01,2,3,78,245,5.66,0,8.5
Town01,2,6,78,245,15.47,0,18.75
Town01,2,8,78,245,6.49,0,9.1
Town01,2,1,3,175,11.05,1,13.3
Town01,2,3,3,175,11.05,1,14.85
Town01,2,6,3,175,2.64,0,5.1
Town01,2,8,3,175,7.2,1,118.7
Town01,2,1,92,112,16.84,0,82.3
Town01,2,3,92,112,13.53,0,346.35
Town01,2,6,92,112,4.9,0,11.2
Town01,2,8,92,112,11.61,0,269.5
Town01,2,1,233,238,5.05,0,8.7
Town01,2,3,233,238,3.07,0,8.75
Town01,2,6,233,238,2.75,0,8.35
Town01,2,8,233,238,5.37,0,23.75
Town01,2,1,4,54,20.24,0,25.15
Town01,2,3,4,54,19.26,0,24.1
Town01,2,6,4,54,20.04,0,25.15
Town01,2,8,4,54,20.04,0,24.9
Town01,2,1,17,205,2.32,1,35.45
Town01,2,3,17,205,3.33,1,44.55
Town01,2,6,17,205,2.47,0,7.45
Town01,2,8,17,205,2.19,0,7.6
Town01,2,1,221,210,27.07,0,41.1
Town01,2,3,221,210,25.25,0,49.65
Town01,2,6,221,210,25.4,0,39.8
Town01,2,8,221,210,5.06,0,10.0
Town01,2,1,152,84,22.32,0,27.15
Town01,2,3,152,84,13.59,0,21.85
Town01,2,6,152,84,26.34,0,32.5
Town01,2,8,152,84,9.7,0,193.25
Town01,2,1,185,121,14.09,0,36.7
Town01,2,3,185,121,1.45,0,102.75
Town01,2,6,185,121,0.49,0,5.3
Town01,2,8,185,121,1.22,0,8.6
Town01,2,1,127,56,25.97,0,62.55
Town01,2,3,127,56,32.01,0,76.45
Town01,2,6,127,56,2.86,0,7.85
Town01,2,8,127,56,3.79,0,10.0
Town01,2,1,112,6,25.3,2,31.2
Town01,2,3,112,6,10.89,1,19.65
Town01,2,6,112,6,12.97,1,13.95
Town01,2,8,112,6,13.19,1,13.85
Town01,2,1,40,190,6.97,0,13.3
Town01,2,3,40,190,6.97,0,13.2
Town01,2,6,40,190,6.83,0,13.05
Town01,2,8,40,190,6.56,0,12.7
Town01,2,1,174,121,2.03,0,10.25
Town01,2,3,174,121,1.24,0,5.3
Town01,2,6,174,121,3.0,0,6.55
Town01,2,8,174,121,2.03,0,18.6
Town01,2,1,119,185,31.29,0,47.85
Town01,2,3,119,185,44.41,0,70.85
Town01,2,6,119,185,43.82,0,68.75
Town01,2,8,119,185,11.3,0,277.55
Town01,2,1,236,223,23.02,0,47.2
Town01,2,3,236,223,5.28,0,19.15
Town01,2,6,236,223,0.0,0,180.05
Town01,2,8,236,223,19.62,0,275.45
Town01,2,1,217,152,15.63,0,43.4
Town01,2,3,217,152,16.13,0,45.25
Town01,2,6,217,152,10.2,0,29.1
Town01,2,8,217,152,8.78,0,27.3
